categorySlug,region,Comercio,sale,sessions,quote,inauguration_year,furnitureWithEquipment,merchandise,surface,gross_income,GoogleDisplay,adwords,bing,facebook,hs_automation,hubspot
varios,Catalonia,1.0,0,1.0,0,1950.0,15800.0,3000.0,20.0,10000.0,0,0,1,0,0,0
varios,Madrid,1.0,0,1.0,1,1965.0,8000.0,4000.0,50.0,36000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,1.0,1,2000.0,3000.0,3000.0,75.0,10000.0,0,1,0,0,0,0
varios,Cantabria,1.0,0,2.0,1,1990.0,20000.0,5000.0,50.0,25000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,1.0,1,2000.0,7500.0,12000.0,90.0,3000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,5.0,1,2000.0,7500.0,12000.0,90.0,3000.0,0,1,0,0,0,0
varios,Madrid,1.0,0,1.0,1,1970.0,30000.0,20000.0,140.0,30000.0,0,1,0,0,0,0
varios,Valencian_Community,1.0,0,5.0,1,1983.0,3000.0,80000.0,120.0,90000.0,0,1,0,0,0,0
varios,Balearic_Islands,1.0,0,5.0,0,1953.0,16000.0,150000.0,115.0,96000.0,0,1,0,0,0,0
varios,Valencian_Community,1.0,0,1.0,0,2010.0,3000.0,6000.0,20.0,50000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,5.0,1,2020.0,5000.0,10000.0,50.0,100000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,0,1954.0,50000.0,5000.0,190.0,500000.0,0,0,1,0,0,0
hosteleria-y-restauracion,Basque_Country,1.0,0,5.0,0,1940.0,3000.0,3000.0,100.0,3000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,5.0,0,1985.0,140000.0,20000.0,210.0,500000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Basque_Country,1.0,0,5.0,1,1960.0,40000.0,4000.0,85.0,80000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Navarre,1.0,0,5.0,0,2020.0,30000.0,5000.0,20.0,350000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1981.0,3000.0,3000.0,100.0,17000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Cantabria,1.0,0,7.0,1,2020.0,30000.0,20000.0,300.0,100000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,5.0,1,1980.0,10000.0,20000.0,105.0,60000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Castile_and_Leon,1.0,0,1.0,1,1991.0,32000.0,12000.0,95.0,30000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,0,1980.0,60000.0,100000.0,200.0,300000.0,0,0,0,0,0,1
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,0,2007.0,4000.0,6500.0,240.0,80000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Asturias,1.0,0,1.0,0,1965.0,15000.0,5000.0,95.0,100000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Balearic_Islands,1.0,1,2.0,0,1980.0,3000.0,3000.0,345.0,3400.0,0,1,0,0,0,0
hosteleria-y-restauracion,Galicia,1.0,0,3.0,1,1991.0,8000.0,10000.0,90.0,963258.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,5.0,0,1995.0,15000.0,3000.0,50.0,10000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,6.0,0,2002.0,250000.0,50000.0,400.0,70000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,1,1900.0,10000.0,3000.0,200.0,150000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,7.0,0,2004.0,10000.0,5000.0,125.0,200000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,19.0,0,2005.0,40000.0,6000.0,300.0,36000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,5.0,1,1945.0,10000.0,5000.0,175.0,250000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Madrid,1.0,0,2.0,1,1980.0,10000.0,10000.0,100.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,5.0,1,1985.0,6000.0,3000.0,80.0,70000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,5.0,0,1995.0,20000.0,10000.0,200.0,35000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Aragon,1.0,0,5.0,1,1980.0,35000.0,6000.0,60.0,250000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,1950.0,300000.0,3000.0,500.0,1000000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,1,1990.0,20000.0,3000.0,90.0,150000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Region_of_Murcia,1.0,0,1.0,1,1995.0,30000.0,5000.0,210.0,4000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,1,1.0,1,1980.0,3000.0,3000.0,45.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1970.0,10000.0,3000.0,60.0,600000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,5.0,1,2000.0,6000.0,5000.0,80.0,25000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Canary_Islands,1.0,1,1.0,1,1980.0,5000.0,3000.0,50.0,120000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,1,1977.0,10000.0,5000.0,340.0,180000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Balearic_Islands,1.0,0,1.0,1,1800.0,30000.0,15000.0,500.0,150000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1980.0,10000.0,3000.0,60.0,80000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,2020.0,3000.0,3900.0,20.0,20000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,6.0,0,2000.0,20000.0,3000.0,250.0,300000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,0,2005.0,100000.0,20000.0,170.0,350000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,2.0,0,1975.0,30000.0,6000.0,475.0,100000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,0,1985.0,100000.0,50000.0,410.0,300000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,1,1.0,1,1980.0,10000.0,10000.0,70.0,100000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Castile_and_Leon,1.0,0,1.0,1,1850.0,30000.0,5000.0,105.0,400000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Castile_and_Leon,1.0,1,1.0,1,2007.0,20000.0,10000.0,260.0,100000.0,0,0,0,0,0,1
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,1990.0,5000.0,3000.0,105.0,80000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,1,1.0,1,1920.0,10000.0,3000.0,65.0,3000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,1,1900.0,10000.0,30000.0,70.0,150000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,2000.0,10000.0,3000.0,180.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,9.0,0,2000.0,6000.0,60000.0,250.0,75000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,1970.0,50000.0,3000.0,110.0,180000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,2010.0,50000.0,3000.0,500.0,500000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1996.0,30000.0,3000.0,45.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,1,5.0,0,1980.0,5000.0,3000.0,80.0,60000.0,0,0,1,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1970.0,7000.0,3000.0,100.0,16000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,2010.0,80000.0,3000.0,150.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,1,1.0,1,1992.0,3000.0,3000.0,95.0,180000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,1,7.0,0,2008.0,10000.0,3000.0,195.0,300000.0,0,0,1,0,0,0
hosteleria-y-restauracion,Castile-La_Mancha,1.0,0,11.0,0,1982.0,65000.0,10000.0,100.0,180000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,1,1.0,0,1980.0,50000.0,15000.0,500.0,180000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Balearic_Islands,1.0,0,6.0,0,2002.0,75000.0,6000.0,195.0,100000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,2.0,1,2018.0,100000.0,25000.0,500.0,500000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Cantabria,1.0,0,1.0,1,1990.0,18000.0,4000.0,60.0,150000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,1,1980.0,60000.0,40000.0,20.0,80000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,12.0,0,1950.0,140000.0,20000.0,500.0,300000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,0,2003.0,10000.0,5000.0,265.0,20000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,2.0,0,2000.0,3000.0,4000.0,85.0,12000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,2.0,0,1950.0,3000.0,3000.0,70.0,14000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,1,1900.0,4000.0,3000.0,80.0,220000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,2.0,0,2002.0,30000.0,5000.0,175.0,200000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,2000.0,30000.0,10000.0,445.0,1000579.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1950.0,10000.0,40000.0,190.0,250000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,6.0,1,2000.0,10000.0,3000.0,150.0,30000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,2000.0,9000.0,3000.0,500.0,10000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,6.0,0,2000.0,18000.0,9000.0,250.0,1000000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Castile-La_Mancha,1.0,0,1.0,1,2005.0,14000.0,5000.0,330.0,6000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,7.0,0,2000.0,10000.0,8400.0,50.0,5000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1990.0,40000.0,3000.0,500.0,30000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Region_of_Murcia,1.0,0,1.0,1,1990.0,25000.0,8000.0,500.0,40000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,2.0,0,1959.0,15000.0,3000.0,70.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,2011.0,50000.0,8000.0,345.0,200000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,1,8.0,1,2002.0,10000.0,3000.0,85.0,30000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,1,8.0,1,2002.0,10000.0,3000.0,85.0,30000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1978.0,15000.0,3000.0,30.0,220000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,1,1979.0,5000.0,3000.0,80.0,13200.0,0,1,0,0,0,0
hosteleria-y-restauracion,Aragon,1.0,1,5.0,1,1980.0,50000.0,5000.0,150.0,200000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Castile_and_Leon,1.0,0,1.0,0,1980.0,200000.0,50000.0,500.0,30000.0,1,0,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,0,1992.0,3000.0,3000.0,50.0,6000.0,0,1,0,0,0,0
confecciones-y-textiles,Balearic_Islands,1.0,1,6.0,1,1995.0,3000.0,3000.0,20.0,10000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,1,1.0,0,1997.0,5000.0,10000.0,40.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,1,1.0,0,1997.0,5000.0,10000.0,40.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,5.0,1,2010.0,3000.0,6000.0,50.0,15000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,1,1.0,0,1970.0,3000.0,6000.0,25.0,10000.0,0,0,0,1,0,0
confecciones-y-textiles,Valencian_Community,1.0,0,1.0,0,1970.0,5000.0,40000.0,235.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,0,1982.0,3000.0,3000.0,100.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1970.0,6000.0,10000.0,460.0,130000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,2.0,0,1900.0,10000.0,138000.0,70.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,5.0,0,1980.0,5000.0,10000.0,45.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,5.0,1,1970.0,4000.0,4000.0,80.0,14000.0,0,0,0,1,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,1973.0,3000.0,15000.0,50.0,169000.0,0,1,0,0,0,0
confecciones-y-textiles,Canary_Islands,1.0,0,5.0,0,1995.0,10000.0,5000.0,60.0,120000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,0,1980.0,5000.0,3000.0,20.0,25000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,0,1975.0,5000.0,3000.0,25.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1997.0,3000.0,8000.0,115.0,18000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,2000.0,10000.0,10000.0,45.0,15000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,0,2008.0,5000.0,30000.0,80.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1995.0,3000.0,6000.0,75.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1990.0,5000.0,3000.0,60.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,0,1975.0,20000.0,60000.0,220.0,10000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,2000.0,8000.0,150000.0,125.0,300000.0,0,0,0,1,0,0
confecciones-y-textiles,Extremadura,1.0,0,1.0,1,2019.0,3000.0,64000.0,120.0,250000.0,0,1,0,0,0,0
confecciones-y-textiles,Canary_Islands,1.0,0,1.0,0,2000.0,5000.0,10000.0,60.0,36000.0,0,1,0,0,0,0
confecciones-y-textiles,Basque_Country,1.0,0,1.0,0,1970.0,3000.0,6000.0,20.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Basque_Country,1.0,0,1.0,0,1976.0,30000.0,30000.0,150.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Basque_Country,1.0,0,1.0,0,1950.0,10000.0,10000.0,145.0,10000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,1,1.0,1,2020.0,3000.0,4000.0,25.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1960.0,40000.0,10000.0,90.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,1990.0,3000.0,30000.0,35.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,2.0,0,1999.0,15001.0,20002.0,65.0,110000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,1.0,0,2000.0,3000.0,3000.0,95.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,1,5.0,1,1980.0,12000.0,6000.0,45.0,18000.0,0,0,0,1,0,0
confecciones-y-textiles,Galicia,1.0,0,1.0,1,2008.0,25000.0,230000.0,465.0,150000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,2000.0,20000.0,80000.0,170.0,120000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,7.0,1,1990.0,25000.0,10000.0,145.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Castile_and_Leon,1.0,0,1.0,1,1990.0,10000.0,15000.0,90.0,30000.0,0,0,0,1,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,0,1990.0,10000.0,20000.0,90.0,25000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,1,4.0,0,1990.0,3000.0,3000.0,20.0,18000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1989.0,3000.0,4000.0,90.0,14000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1970.0,3000.0,6500.0,40.0,30000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1980.0,3000.0,10000.0,20.0,13000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,2000.0,20000.0,10000.0,155.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Asturias,1.0,0,5.0,0,1970.0,8300.0,60000.0,130.0,800000.0,0,1,0,0,0,0
confecciones-y-textiles,Aragon,1.0,0,1.0,0,2000.0,3000.0,10000.0,60.0,10000.0,0,1,0,0,0,0
confecciones-y-textiles,Canary_Islands,1.0,0,1.0,1,2017.0,3000.0,10000.0,75.0,70000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1990.0,3000.0,3000.0,110.0,25500.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,0,1989.0,100000.0,50000.0,50.0,500000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,0,2009.0,6000.0,3000.0,50.0,10000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,2.0,0,2017.0,3000.0,3000.0,165.0,12000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,1.0,0,1980.0,3000.0,3000.0,90.0,10000.0,0,1,0,0,0,0
confecciones-y-textiles,Castile-La_Mancha,1.0,0,1.0,1,1965.0,4000.0,6000.0,55.0,25000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,5.0,1,1995.0,12600.0,80000.0,200.0,700000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,3.0,1,2020.0,3000.0,3000.0,50.0,74000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,6.0,1,1980.0,10000.0,50000.0,250.0,180000.0,0,1,0,0,0,0
confecciones-y-textiles,Castile_and_Leon,1.0,0,1.0,1,1900.0,9000.0,11000.0,130.0,6000.0,0,1,0,0,0,0
confecciones-y-textiles,Region_of_Murcia,1.0,0,5.0,1,2000.0,50000.0,30000.0,70.0,100000.0,0,0,0,1,0,0
confecciones-y-textiles,Basque_Country,1.0,1,5.0,0,1980.0,5000.0,25000.0,100.0,130000.0,0,1,0,0,0,0
confecciones-y-textiles,Murcia,1.0,1,3.0,1,1980.0,3500.0,18000.0,310.0,70000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1990.0,3000.0,3000.0,20.0,15000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,0,1.0,1,2000.0,3600.0,5000.0,70.0,103000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,1.0,1,2000.0,35000.0,20000.0,120.0,300990.0,0,0,0,1,0,0
confecciones-y-textiles,Basque_Country,1.0,0,1.0,1,1990.0,5000.0,6000.0,50.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,2010.0,5000.0,5000.0,55.0,200000.0,0,0,1,0,0,0
confecciones-y-textiles,Balearic_Islands,1.0,0,6.0,1,2019.0,4000.0,3000.0,65.0,12000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,0,1.0,1,2019.0,4000.0,3000.0,65.0,12000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1976.0,3000.0,5000.0,95.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Balearic_Islands,1.0,0,1.0,1,1985.0,5000.0,15000.0,85.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Basque_Country,1.0,0,1.0,1,2000.0,3000.0,3000.0,20.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Castile-La_Mancha,1.0,0,1.0,1,2005.0,3000.0,3000.0,35.0,18000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,1,1.0,0,1980.0,5000.0,60000.0,35.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,1.0,1,1940.0,30000.0,30000.0,500.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1950.0,10000.0,5000.0,125.0,6000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,1,1.0,0,1987.0,5000.0,10000.0,95.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1988.0,3000.0,3000.0,80.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Balearic_Islands,1.0,0,6.0,0,1970.0,10000.0,25000.0,45.0,130000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,5.0,0,1995.0,5000.0,5000.0,25.0,36000.0,0,0,0,1,0,0
confecciones-y-textiles,Galicia,1.0,0,7.0,1,2002.0,3000.0,3000.0,100.0,106000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,1,5.0,1,1980.0,20000.0,25000.0,115.0,200000.0,0,0,0,1,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1980.0,30000.0,5000.0,20.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,5.0,1,1945.0,5000.0,25000.0,45.0,150000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,1.0,0,1950.0,20000.0,50000.0,20.0,15000.0,0,0,0,1,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,1960.0,4000.0,10000.0,490.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,0,1970.0,3000.0,6000.0,20.0,60000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1985.0,3000.0,3000.0,20.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,2.0,1,2020.0,4000.0,5000.0,80.0,12000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,7.0,1,2020.0,4000.0,5000.0,80.0,12000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1995.0,35000.0,5000.0,500.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1975.0,5000.0,45000.0,120.0,65000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,1998.0,12000.0,6500.0,65.0,25000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,1,1.0,1,2004.0,15000.0,3000.0,140.0,58000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,2004.0,15000.0,3000.0,140.0,58000.0,0,1,0,0,0,0
confecciones-y-textiles,Cantabria,1.0,0,2.0,0,1990.0,7000.0,22000.0,280.0,3000.0,0,0,0,1,0,0
confecciones-y-textiles,Balearic_Islands,1.0,0,1.0,1,1900.0,12000.0,50000.0,45.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,5.0,1,2007.0,5000.0,20000.0,80.0,100000.0,0,0,0,1,0,0
confecciones-y-textiles,Murcia,1.0,0,6.0,1,1960.0,3000.0,30000.0,105.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Canary_Islands,1.0,0,6.0,0,2000.0,5000.0,15000.0,80.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,0,2000.0,3000.0,60000.0,140.0,190000.0,0,1,0,0,0,0
confecciones-y-textiles,Extremadura,1.0,0,1.0,1,2019.0,6000.0,12000.0,50.0,36000.0,0,1,0,0,0,0
confecciones-y-textiles,Galicia,1.0,0,4.0,0,2000.0,3000.0,5000.0,50.0,3000.0,0,0,0,1,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1970.0,20000.0,40000.0,30.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,6.0,1,1990.0,12000.0,10000.0,80.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,5.0,1,1960.0,3000.0,20000.0,45.0,15000.0,0,1,0,0,0,0
confecciones-y-textiles,Canary_Islands,1.0,0,1.0,0,2000.0,5000.0,45000.0,50.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Catalonia,1.0,0,1.0,1,2000.0,40000.0,35000.0,500.0,40000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,2000.0,3000.0,40000.0,50.0,160000.0,0,1,0,0,0,0
confecciones-y-textiles,Region_of_Murcia,1.0,0,1.0,1,1981.0,5000.0,5000.0,345.0,7000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,0,1.0,1,1981.0,5000.0,5000.0,345.0,7000.0,0,1,0,0,0,0
confecciones-y-textiles,Basque_Country,1.0,0,1.0,1,2015.0,20000.0,60000.0,500.0,100000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,1,5.0,1,1995.0,3600.0,25000.0,70.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,1,1.0,0,1970.0,25000.0,100000.0,125.0,200000.0,0,1,0,0,0,0
confecciones-y-textiles,Andalusia,1.0,0,1.0,1,1980.0,3000.0,4000.0,20.0,50000.0,0,1,0,0,0,0
confecciones-y-textiles,Madrid,1.0,0,1.0,1,1975.0,15000.0,30000.0,20.0,20000.0,0,1,0,0,0,0
confecciones-y-textiles,Aragon,1.0,0,1.0,0,1952.0,3000.0,7000.0,100.0,3000.0,0,1,0,0,0,0
confecciones-y-textiles,Valencian_Community,1.0,1,1.0,1,1960.0,12000.0,7000.0,500.0,15000.0,0,1,0,0,0,0
